sample_id,event_code,Month,Season,station_type,station_code,Latitude_x,Longitude_x,depth_cm,input_zone,pH,EC_uS_cm,Ca_mg_L,Mg_mg_L,Na_mg_L,K_mg_L,HCO3_mg_L,Cl_mg_L,SO4_mg_L,NO3_mg_L,Cations_meqL,Anions_meqL,CBE_pct,CBE_pass,d15N_NO3_permil,d18O_NO3_permil,d2H_H2O_permil,d18O_H2O_permil,Latitude_y,Longitude_y,collection_date,TDS_mg_L
E1-DRY-BH3,E1-DRY,5,dry,borehole,BH3,10.872,-0.908,,downgradient,7.035880897960054,1007.5070314231974,91.19685347091465,39.6757522788602,26.82785216376571,5.683996646324375,363.2438513458717,80.62702054785801,21.414576118397004,63.70538214073843,9.364481417053884,9.700655559249125,-1.7632925617743305,True,12.33466029542133,9.937753483119067,-17.96913040611,-3.776422688755372,10.872,-0.905,2024-05-15,692.37528471273
E1-DRY-BH4,E1-DRY,5,dry,borehole,BH4,10.868,-0.905,,downgradient,6.889586469088427,820.1429165868204,29.504516639326962,31.14347958445944,101.04586543363581,1.4271840908766875,190.650140337806,58.97934065206816,73.52964879807409,69.5803287916939,7.616133974317519,7.441229528163287,1.1615874593544533,True,11.762284278332976,13.785856743126926,-21.18676238186688,-4.31579012010985,10.869,-0.9,2024-05-15,555.860504327941
E1-DRY-L1-30,E1-DRY,5,dry,lysimeter,L1,10.892,-0.928,30.0,high_input,6.311616516880055,378.0510844629557,32.213311950547066,9.46755482265268,13.014168946336072,20.8564065433589,118.55130665307463,10.696975635004952,5.096865647040979,63.51963606890749,6.449741062872856,6.55987796403009,-0.8465805257592774,True,0.5851765799778628,12.936850976503065,-5.179351886853549,-0.36207450881650927,10.892,-0.928,2024-05-15,273.41622626692276
E1-DRY-L1-60,E1-DRY,5,dry,lysimeter,L1,10.892,-0.928,60.0,high_input,5.590449600953656,340.68462983197514,33.519190087756996,6.630451421078679,14.199339011927558,15.699887762657076,88.78534072760789,21.73053183093099,13.912884276033047,49.40801430955748,6.451059213683815,6.425493253810596,0.1985466213705669,True,2.4464278781846085,16.941238334708697,-10.351234600264673,-1.6245292715310207,10.892,-0.928,2024-05-15,243.8856394275497
E1-DRY-L2-30,E1-DRY,5,dry,lysimeter,L2,10.889,-0.925,30.0,moderate_input,5.711662540011592,366.55633517306467,37.77333024586241,6.205085338111169,10.250248593112635,29.980881903616307,16.673448964924994,34.94149266670998,17.45766150910495,97.11799826978091,5.096028405323678,5.099962830426077,-0.0385879608115356,True,0.5864274091016046,9.733435907582686,-2.8147262490906533,-0.2616573503855597,10.889,-0.925,2024-05-15,250.40014749122338
E1-DRY-L2-60,E1-DRY,5,dry,lysimeter,L2,10.889,-0.925,60.0,moderate_input,5.864312990710944,454.4448097983557,57.42780440578746,9.844924958475044,5.530074696617032,22.25992478058105,89.61073335141428,31.05451068984865,16.27502084020293,72.78736848728099,7.511618850422731,7.491122354316999,0.136618340781995,True,2.45414155983314,15.321616173548216,-7.025575254498637,-1.2333591756621338,10.889,-0.925,2024-05-15,304.79036221020743
E1-DRY-L3-30,E1-DRY,5,dry,lysimeter,L3,10.885,-0.868,30.0,low_input,6.401115011743209,232.74681032555605,23.41128510293096,6.143920951176276,7.650773130311446,14.311869706338657,14.119169823638181,18.560882611029864,10.67739771355468,45.959658166273414,4.162522028853764,2.937369820881992,17.255927750749755,False,3.015300642054637,8.815476045265255,-2.2189082869920367,-0.04916874637654392,10.885,-0.868,2024-05-15,140.8349572052535
E1-DRY-L3-60,E1-DRY,5,dry,lysimeter,L3,10.885,-0.868,60.0,low_input,6.231945018642116,271.4814354087818,36.08079201086516,9.785677908984129,4.238738814825314,9.072452887113554,76.57662727703898,16.66636280728631,10.75532227304907,29.475338497241566,5.934501968094316,5.189462925375221,6.697603326278741,False,3.8360247387138577,9.810794710461622,-2.5961142180012566,0.15850616502605944,10.885,-0.868,2024-05-15,192.6513124764041
E1-DRY-L4-30,E1-DRY,5,dry,lysimeter,L4,10.891,-0.89,30.0,high_input_manure,6.092414568862043,620.8451552353686,54.41717400772664,16.215765055292927,18.709734021395285,34.71287648880277,202.15742162899147,21.429563455453863,6.574208474853134,98.90751908064556,7.100311555643218,7.820768520182029,-4.828450493380013,True,1.749421012573599,14.746890509878249,-3.926301736922423,-0.4199484580095305,10.891,-0.89,2024-05-15,453.1242622131617
E1-DRY-L4-60,E1-DRY,5,dry,lysimeter,L4,10.891,-0.89,60.0,high_input_manure,6.184233026512157,592.6094398661542,55.247445573595535,11.449038207983591,19.446214552721376,23.21627822921903,171.75829717471967,43.76048445841436,18.602586384967562,66.64331120566081,6.962722096792345,8.110806504886439,-7.616560384979983,False,2.9705429698175707,10.726491575334633,-4.698408534435042,-0.6314367409534024,10.891,-0.89,2024-05-15,410.1236557872819
E2-PRE-BH1,E2-PRE,9,transition,borehole,BH1,10.878,-0.915,,upgradient,6.912594019341007,1149.4485474621656,95.17029727618184,26.10850447930336,65.74377522802274,5.40158397477126,449.220653478502,32.70957608646821,57.72851762717104,24.27741738102075,9.763272685181352,9.878329927218024,-0.5857833716890205,True,8.136244860256344,10.340498149139728,-21.578966889395225,-4.467741586609966,10.878,-0.915,2024-09-15,756.3603255314413
E2-PRE-BH2,E2-PRE,9,transition,borehole,BH2,10.875,-0.912,,downgradient,6.797357486218386,772.9813513447216,52.55907497521396,15.025992355537737,65.26548204054508,9.473224887867296,158.15551254305436,88.44306209619089,47.848170658724456,36.3981731774568,6.5767715597386704,6.669891275492306,-0.7029673579822185,True,11.340711154365732,8.953757864868336,-18.918022448081523,-4.193858969750454,10.875,-0.91,2024-09-15,473.16869273459054
E2-PRE-BH3,E2-PRE,9,transition,borehole,BH3,10.872,-0.908,,downgradient,7.331206898500058,1063.119443321394,56.42084477844311,18.733426218412216,143.500660385095,8.229731614264406,111.00815321208758,141.3073751437525,75.14817859664485,142.12224563369224,9.681890370787857,9.661793413637932,0.1038941567381454,True,9.912598558291258,12.151821773190916,-14.134254778826543,-3.391233500564456,10.872,-0.905,2024-09-15,696.4706155823919
E2-PRE-BH4,E2-PRE,9,transition,borehole,BH4,10.868,-0.905,,downgradient,6.64322132465119,782.393057201492,30.66623903942529,24.77014620122527,102.2436026704683,3.5362353673265656,229.27588410022952,98.3292701878671,7.74484677057848,37.11692832352471,7.250120372174327,7.290959760754673,-0.2808552611429664,True,15.550794937683916,15.050019981476296,-18.961604981411604,-3.785204866633648,10.869,-0.9,2024-09-15,533.6831526606453
E2-PRE-L1-30,E2-PRE,9,transition,lysimeter,L1,10.892,-0.928,30.0,high_input,6.8826419814713855,285.9428592462003,38.611166955296035,6.284380476024701,2.9705733884702856,18.949132812511877,76.3044028090096,11.673075667795658,5.720243158618671,55.14699315705066,4.852493024382726,4.840180762377253,0.1270264766600451,True,-0.1713915595334152,11.98185681917981,-13.539573810639524,-2.286628336504379,10.892,-0.928,2024-09-15,215.6599684247775
E2-PRE-L1-60,E2-PRE,9,transition,lysimeter,L1,10.892,-0.928,60.0,high_input,6.135625049254775,282.3376317954454,34.17393365642809,5.737892767457412,3.181070689633825,28.69940493198004,12.934189647968829,25.64402408941875,7.211756685482147,86.81210028983818,3.674535195504497,3.647022471987433,0.3757769147844326,True,1.3218430274291997,16.392285332655046,-14.03403190158916,-2.2822668736423553,10.892,-0.928,2024-09-15,204.39437275820728
E2-PRE-L2-30,E2-PRE,9,transition,lysimeter,L2,10.889,-0.925,30.0,moderate_input,6.29051530779955,344.9397804728469,37.81299843370089,8.97007783575386,11.641551877093308,14.674114349897899,135.50821577525298,20.274894866242008,3.7297955828947185,41.319728531756105,7.172934704918366,7.620190539396953,-3.023403284241493,True,0.2042794886181225,9.091104126434924,-10.909053110598496,-2.0552812333826678,10.889,-0.925,2024-09-15,273.93137725259174
E2-PRE-L2-60,E2-PRE,9,transition,lysimeter,L2,10.889,-0.925,60.0,moderate_input,5.818201095215432,281.8765320437916,30.26843111289774,5.436805319980918,10.212026513424789,18.567791561774115,49.23137209929227,23.41620135405846,15.378908426934183,55.38420292971011,5.089360543409027,5.064304540442505,0.2467680661081838,True,0.1735036382206852,7.824311902641702,-19.77715448732468,-4.212816215810294,10.889,-0.925,2024-09-15,207.89573931807257
E2-PRE-L3-30,E2-PRE,9,transition,lysimeter,L3,10.885,-0.868,30.0,low_input,6.346710279343279,205.2780015659728,24.744306246410932,8.064417353836324,7.064998276763853,6.561539612653347,118.92661669569371,12.823961365484898,2.47040106868436,16.693732450149774,5.26441158220414,6.084902631356873,-7.229432842491477,False,4.272262437622524,7.693864678930327,-8.300667122299291,-1.806360037048695,10.885,-0.868,2024-09-15,197.34997306967722
E2-PRE-L3-60,E2-PRE,9,transition,lysimeter,L3,10.885,-0.868,60.0,low_input,5.845227288910538,160.3944830581827,20.912913961027943,5.192293507533042,8.046053528172477,6.961540453997148,48.21572857993607,16.025459219113213,9.49952867326586,18.786131803506514,4.3948728748074215,3.802011494950338,7.232764952064394,False,1.5327508378541486,11.013268742689526,-18.813423540994886,-3.5225364576589437,10.885,-0.868,2024-09-15,133.63964972655228
E2-PRE-L4-30,E2-PRE,9,transition,lysimeter,L4,10.891,-0.89,30.0,high_input_manure,5.574550643679771,566.2834856677334,64.95892897812404,11.136595036301394,4.7488217516490465,34.841474773196246,124.10304720907628,22.111294451357985,7.22704616555039,93.81046680829073,5.588663984811991,5.6887324298881,-0.8873364152178806,True,-1.983871612554076,17.8834541928282,-6.948425403311051,-1.6021771939883207,10.891,-0.89,2024-09-15,362.93767517354615
E2-PRE-L4-60,E2-PRE,9,transition,lysimeter,L4,10.891,-0.89,60.0,high_input_manure,5.858465728544273,433.0333921678404,54.27338519444203,9.980617238639615,4.299715304483649,44.04493119736324,23.515466594676305,50.72524456791184,11.157104358140502,116.06971624292265,4.434379527817329,4.662333240009856,-2.505891062085001,True,1.55875922207589,15.134625070371728,-18.042300640441773,-2.9048974352066117,10.891,-0.89,2024-09-15,314.06618069857984
E3-POST1-BH1,E3-POST1,10,wet,borehole,BH1,10.878,-0.915,,upgradient,6.929098789497816,945.0427659551866,99.4845843741932,22.00537411889632,14.010827446003523,9.01214387769418,351.0790691275856,19.98360692812862,28.489735095970712,65.69644680994129,8.026231232338398,7.9701764771579136,0.3504208957315323,True,9.034843420685895,8.366220323716648,-12.492565343660598,-3.037853928310886,10.878,-0.915,2024-10-15,609.7617877784135
E3-POST1-BH2,E3-POST1,10,wet,borehole,BH2,10.875,-0.912,,downgradient,6.630823688554251,727.4227368871947,31.797326775861077,28.33325173024724,55.133280211589586,9.10786128291324,235.16604368621907,47.0380822498917,13.56981888294059,45.87271210291838,6.172243569749011,6.203244519056158,-0.2505028414611834,True,11.60419140700154,13.195186749819587,-8.927540919245956,-2.5329567815928886,10.875,-0.91,2024-10-15,466.0183769225809
E3-POST1-BH3,E3-POST1,10,wet,borehole,BH3,10.872,-0.908,,downgradient,6.894446059202283,743.5318574008002,34.323678492166714,36.61195648149119,105.29182022983134,4.6249059826077055,98.10889453396952,143.24893017008708,13.355800972378384,159.16713869235397,8.557186847337562,8.493511364763249,0.3734479478917916,True,10.570083648205696,9.227257157278569,-14.973163776090846,-3.5987270189625304,10.872,-0.905,2024-10-15,594.7331255548859
E3-POST1-BH4,E3-POST1,10,wet,borehole,BH4,10.868,-0.905,,downgradient,6.7796338584342495,785.861765385633,43.93041209727926,41.00385001108615,27.840082584581605,10.07924964499456,176.96851178100786,26.15158830851852,71.12939260688594,139.16794219207333,6.999248872050127,7.3633690248097565,-2.535193481957336,True,10.559960262218924,11.781164652884076,-7.359805402854224,-2.644831519695705,10.869,-0.9,2024-10-15,536.2710292264271
E3-POST1-L1-30,E3-POST1,10,wet,lysimeter,L1,10.892,-0.928,30.0,high_input,6.578152676035027,804.7594302706774,99.85814399156007,7.611013935031233,6.601078957057983,100.15476854503721,44.717882581226974,7.768382072297381,6.977211411192842,331.09444488919604,6.312221091894652,6.3030333333546125,0.0728305449127552,True,0.7444719851416717,15.535259907981146,-11.012146207971725,-1.8027825599005922,10.892,-0.928,2024-10-15,604.7829263825997
E3-POST1-L1-60,E3-POST1,10,wet,lysimeter,L1,10.892,-0.928,60.0,high_input,6.948802272188922,494.6426568652682,57.64583424887927,7.204029090022544,6.833772358157042,64.20451759627562,15.702499282181833,14.407046805272842,9.892623372641248,211.26044315570925,4.373791672427561,4.4456507799085205,-0.8147806153202485,True,2.584060141070384,17.516425230050665,-17.1077299551066,-3.6043966389196846,10.892,-0.928,2024-10-15,387.15076590913964
E3-POST1-L2-30,E3-POST1,10,wet,lysimeter,L2,10.889,-0.925,30.0,moderate_input,6.312396747094013,496.4440837309363,60.78374144659804,9.609316626282741,6.153290213894666,56.42406890882779,45.1287704587448,26.172175756979573,6.028593071293086,179.30633382376374,5.851383095171117,5.936250743046387,-0.7199718708610935,True,2.326307326748415,7.002529544469442,-9.812651041233577,-1.7134903152564596,10.889,-0.925,2024-10-15,389.6062903063845
E3-POST1-L2-60,E3-POST1,10,wet,lysimeter,L2,10.889,-0.925,60.0,moderate_input,6.451851536769445,403.82564534751043,46.23472857657751,4.050774257007545,10.476661421244188,40.204592654987394,29.731756686380034,28.432496385496847,10.397589167308386,126.1026256347854,5.068612894725136,5.120159936194827,-0.5059200192712192,True,3.357985109931481,11.023335270945909,-15.850282649476544,-2.9636148474036714,10.889,-0.925,2024-10-15,295.6312247837873
E3-POST1-L3-30,E3-POST1,10,wet,lysimeter,L3,10.885,-0.868,30.0,low_input,6.687212742576326,272.9583509219875,37.078970674183324,8.88534711167718,4.099196443961375,24.346199253260817,40.31329131102594,14.78823888995429,4.496855593076147,76.65551870525962,4.918360787593066,3.752854514425509,13.44109484741128,False,2.913355439307024,10.703905920253868,-11.133281749573014,-2.072245701135278,10.885,-0.868,2024-10-15,210.6636179823987
E3-POST1-L3-60,E3-POST1,10,wet,lysimeter,L3,10.885,-0.868,60.0,low_input,5.825419126744095,206.3556665257329,24.93529731519503,3.8184581302115816,7.8800943264873204,16.03745400791759,30.662067931382104,17.024216494509385,7.325585741220768,48.61359668675223,3.8882726072478455,3.3608391480399096,7.275835674946072,False,5.256872979301677,7.335042619002572,-17.99759922535796,-3.4706856311377323,10.885,-0.868,2024-10-15,156.296770633676
E3-POST1-L4-30,E3-POST1,10,wet,lysimeter,L4,10.891,-0.89,30.0,high_input_manure,5.728798165491623,1352.3210599041615,162.03508114838866,14.737850821638947,9.533983187540752,169.1405811415537,85.33982682889881,13.689299196948102,9.6611514795347,555.5021707566102,6.809804401225247,9.28291033728854,-15.367860402971973,False,3.459229957661253,9.2863119750938,-12.570193983935416,-3.0583983949912605,10.891,-0.89,2024-10-15,1019.6399445611139
E3-POST1-L4-60,E3-POST1,10,wet,lysimeter,L4,10.891,-0.89,60.0,high_input_manure,6.392558998489978,777.9509272344121,83.96698305041157,12.409297278026129,11.131595318918658,91.16489670522705,28.02945883764404,29.421455309003502,15.448839374511588,294.3460127623474,4.9085947066462206,5.849912273397099,-8.749518576294948,False,1.520709018078612,10.73204280933994,-18.199081956613533,-3.4200919496620985,10.891,-0.89,2024-10-15,565.9185386360899
E4-POST2-BH1,E4-POST2,11,wet,borehole,BH1,10.878,-0.915,,upgradient,7.489417539874917,484.1707632219776,50.97621094974355,14.818905261900856,22.066485133090183,2.1372873614970067,126.34921723054258,60.92514917993904,20.222100072492967,31.924558366661017,4.83891355122016,4.725107043299388,1.189944195498562,True,7.339937870283747,10.847629256901662,-21.930145171795765,-4.485147242910774,10.878,-0.915,2024-11-15,329.41991355586725
E4-POST2-BH2,E4-POST2,11,wet,borehole,BH2,10.875,-0.912,,downgradient,6.727254527806596,856.7308694692427,58.380866992481415,25.85504100289145,72.62004427622459,4.320268374125283,268.3623116872182,59.120815260880384,58.25620946796848,32.04049045396156,7.904957567198864,7.795407947675621,0.6977520327119563,True,13.591592888460069,11.49305275487522,-17.972265438613597,-4.087808545109452,10.875,-0.91,2024-11-15,578.9560475157513
E4-POST2-BH3,E4-POST2,11,wet,borehole,BH3,10.872,-0.908,,downgradient,6.767848632337943,1229.3315207890105,74.31795536874152,33.028876068983,137.59280280828932,5.64534394116677,424.9749718030436,32.362158566204364,45.84649864194335,176.0439888128365,11.586802782177324,11.67143682764473,-0.3638884407728947,True,10.273915098193504,12.01030368355676,-21.164005764895265,-4.441360554212458,10.872,-0.905,2024-11-15,929.8125960112084
E4-POST2-BH4,E4-POST2,11,wet,borehole,BH4,10.868,-0.905,,downgradient,6.828451989784783,921.9805183427376,33.44817294282015,27.77443760582756,82.87130422910352,9.53558408709481,114.95530350734668,35.95409314216111,34.2106353807013,220.08983390343087,7.156839664659414,7.159960213101979,-0.0217964102956519,True,10.193187609627545,14.468683930850595,-16.75257756740145,-3.5541739955230898,10.869,-0.9,2024-11-15,558.839364798486
E4-POST2-L1-30,E4-POST2,11,wet,lysimeter,L1,10.892,-0.928,30.0,high_input,5.671906717191743,629.2415749070162,75.37382765646785,7.661976504558165,8.13610440038576,56.71929318679275,61.24068586913644,23.29155119228005,15.686595867080113,185.0444948656708,7.11647877612113,6.957666085689354,1.128400282866965,True,1.2558155547310357,8.667744432250046,-15.384686672975725,-3.47205608078354,10.892,-0.928,2024-11-15,433.15452954237196
E4-POST2-L1-60,E4-POST2,11,wet,lysimeter,L1,10.892,-0.928,60.0,high_input,5.960249990818491,794.4198281028057,102.19346797456285,10.44596296216272,4.724438680449893,93.04137705144643,63.138675944193075,7.099855366133529,21.07709933995445,305.28145412357173,7.375130958473925,7.467007621728204,-0.6190257742023313,True,2.821654540865365,14.537077435679905,-10.85110136647452,-1.9884314897564552,10.892,-0.928,2024-11-15,607.0023314424747
E4-POST2-L2-30,E4-POST2,11,wet,lysimeter,L2,10.889,-0.925,30.0,moderate_input,6.795618069553791,615.9526379229608,73.3856279762208,6.3749935613733895,11.653223257689719,72.56503893185382,72.71762068567298,7.098124200006989,2.551121926822237,237.34997392369576,6.204739579715668,6.16467688511004,0.3238850815602517,True,2.961496509222953,10.668449318014543,-12.135316557389869,-2.21024900418209,10.889,-0.925,2024-11-15,483.6957244633357
E4-POST2-L2-60,E4-POST2,11,wet,lysimeter,L2,10.889,-0.925,60.0,moderate_input,6.733778256345654,609.3763099296978,63.20341669859083,10.8604211424575,12.59589089288231,48.26790947156843,86.2925774004282,26.377355097013833,11.704301503148773,158.3635096711855,7.843651137290476,7.707547227837619,0.8751988512863154,True,1.4211038013918351,9.614512077572096,-13.078209156846606,-2.3966919141607814,10.889,-0.925,2024-11-15,417.6653818772754
E4-POST2-L3-30,E4-POST2,11,wet,lysimeter,L3,10.885,-0.868,30.0,low_input,5.80695213053119,350.60388091790225,44.73878150616869,6.242510102581708,7.733087052727486,34.32911907253987,63.14656735573402,4.155394926095394,1.9480442372551885,112.06386847535285,5.052375641955853,4.186557117720842,9.371412767650774,False,2.0864553045167207,11.923241551767097,-9.437011076218358,-1.612383669723405,10.885,-0.868,2024-11-15,274.3573727284552
E4-POST2-L3-60,E4-POST2,11,wet,lysimeter,L3,10.885,-0.868,60.0,low_input,6.163629602379293,400.0297210628716,38.658866359117056,9.170773786114255,7.859496753483451,21.363337435479107,93.44389450228834,14.893725249768417,8.236997272667338,69.7755628405603,5.907139387167944,6.057763003566421,-1.258878772927731,True,5.519292788799197,5.647939736713561,-17.530432539103614,-3.3126228224949372,10.885,-0.868,2024-11-15,263.4026541994782
E4-POST2-L4-30,E4-POST2,11,wet,lysimeter,L4,10.891,-0.89,30.0,high_input_manure,5.55147875124999,1054.9605551421282,131.57666010773497,13.510378748215915,12.19744066758366,89.37769044034012,99.71075106124566,38.817678867447846,23.126810253453957,287.06683629184874,8.605845256471758,8.437694033462158,0.9865980307793925,True,-0.5498861765276131,8.95529641555361,-12.859901464997373,-1.9682198762330696,10.891,-0.89,2024-11-15,695.3842464378708
E4-POST2-L4-60,E4-POST2,11,wet,lysimeter,L4,10.891,-0.89,60.0,high_input_manure,5.7376375439924,1435.1706001868117,181.14335075513844,18.361943474242278,6.58335630009934,158.28379104375972,122.71271299364079,12.488112192374144,31.667519674110107,513.1200621889363,8.941397468463528,10.555130605709664,-8.277028253988608,False,3.973763399841508,10.35455771517362,-17.757961283359432,-3.280111522845623,10.891,-0.89,2024-11-15,1044.360848622301
E5-PEAK-AW1,E5-PEAK,13,wet_peak,borehole,AW1,,,,supplementary,7.443594037240461,750.4225370708458,45.1029978664306,11.688958316721353,57.46623759687608,7.222266184729504,227.4969730491092,13.75346477568329,72.4386641538123,19.233693613523496,5.896978506361692,5.934759438181477,-0.3193185311986237,True,,,-22.293168054462527,-4.488909183186191,10.865,-0.895,,454.4032555568858
E5-PEAK-AW2,E5-PEAK,13,wet_peak,borehole,AW2,,,,supplementary,7.18504364129965,977.4489311463168,100.45728370240664,24.414199591601,58.17109132134696,5.571273565839776,402.3256901773532,88.65818959252175,11.168354227795655,23.80652827471757,9.694868460975178,9.710886395547746,-0.0825421875675412,True,,,-7.372781227629634,-2.5233429307552253,10.863,-0.892,,714.5726104535827
E5-PEAK-AW3,E5-PEAK,13,wet_peak,borehole,AW3,,,,supplementary,6.561651833849608,963.348300450758,87.9949118142189,26.52672048510717,51.08752101389999,7.432215431327669,271.3283866108087,36.0718300590741,77.65286028602998,133.31266737765148,8.98627537624018,9.231028432176384,-1.3435196476392195,True,,,-20.968075575182088,-4.305923682722278,10.861,-0.889,,691.407113078118
E5-PEAK-AW4,E5-PEAK,13,wet_peak,borehole,AW4,,,,supplementary,7.161947564585745,834.2334518361215,69.4026769189763,20.321926503382137,38.44736011874355,10.193013513882436,213.47290171639,14.147549839377202,71.45264517208321,98.15817269418348,7.068690943675978,6.968381273303557,0.7146053594501359,True,,,-7.938156637456774,-2.5739910680154834,10.859,-0.886,,535.5962464770183
E5-PEAK-AW5,E5-PEAK,13,wet_peak,borehole,AW5,,,,supplementary,7.020487651647443,936.4753160784217,55.52018264880187,30.120750051923626,79.04007506174264,2.8191315044878738,203.24635600822523,80.36319625032476,52.12676632931605,131.3205440273419,8.759323923517503,8.800945044921441,-0.2370187010161643,True,,,-8.235724523130383,-2.902154533569973,10.857,-0.883,,634.5570018821641
E5-PEAK-AW6,E5-PEAK,13,wet_peak,borehole,AW6,,,,supplementary,6.884873144483554,1096.9416600441773,105.0490455409542,24.72803545155747,49.167470680728194,4.227835108312954,355.75232461708435,74.72197717882597,17.459240857695928,88.7557887967162,9.52383854305721,9.732973233497528,-1.0860296754571874,True,,,-19.31033330032308,-4.083503406522127,10.855,-0.88,,719.8617182318751
E5-PEAK-AW7,E5-PEAK,13,wet_peak,borehole,AW7,,,,supplementary,6.822224867225932,1030.1202385049462,117.22864829771,24.70376744726851,27.82862239448308,1.6491915624758284,363.2461891193444,29.14708067603806,43.59884170971145,86.82782503624904,9.135496051243727,9.08342895157836,0.2857857950307351,True,,,-11.488837002001604,-3.0687974496913903,10.853,-0.877,,694.2301662432803
E5-PEAK-AW8,E5-PEAK,13,wet_peak,borehole,AW8,,,,supplementary,7.266750274466064,953.4351210349402,75.26126093317795,40.31831446973125,68.60510270740679,6.354653660988254,350.3499137400874,106.06585073960429,20.5583583417662,54.25430863748413,10.220120630900096,10.036623124536089,0.905858851646694,True,,,-16.961078988437478,-4.1179860892591575,10.851,-0.874,,721.7677632302461
