event_code,event_date,station_code,cluster_code,DO_mg_L,ORP_mV,DOC_mg_L,Fe2_mg_L,Mn2_mg_L,NO2_mg_L,NH4_mg_L,N2O_ug_L
E5,2025-02-05,BH3,CLUSTER_B,2.6978154084105483,194.0255863336794,1.2179102882091524,0.11684565164281605,0.2135049035424163,0.016173120266098795,0.3184585670479868,5.787321440539081
E5,2025-02-05,BH4,CLUSTER_B,3.255045576270711,89.20400717638165,1.9549372939936172,0.4847077032504856,0.09467606657890801,0.0011775580815008325,0.09617229503659747,10.261669753215694
E6,2025-06-10,L1,CLUSTER_A,3.9342409278194856,288.2482541590673,2.0689829459058053,0.08443437982200691,0.0,0.004268684497916626,0.0,3.868852668180237
E6,2025-06-10,L2,CLUSTER_B,5.7476659011089435,239.2464024730147,2.297297944841588,0.045224453858598176,0.03406776481239887,0.0,0.2348219569078861,11.31332985192742
E6,2025-06-10,BH1,CLUSTER_A,2.185037937656101,118.95734099258843,1.9778508004851958,0.5552609954096601,0.1139034080263243,0.013858335633308464,0.05957669035711466,2.8386866471108156
E6,2025-06-10,BH2,CLUSTER_A,0.5555282123989247,17.784188073835708,1.7575917710087572,0.30014426927465715,0.12357994409865132,0.004689294451405741,0.25802214768239556,11.697063361504737
E6,2025-06-10,BH3,CLUSTER_B,1.640351692577983,34.29586987347016,2.12905675249788,0.27819603812291566,0.018631091840946648,0.018640394880311904,0.1814442974489257,3.5015260675612314
E6,2025-06-10,BH4,CLUSTER_B,1.989843392837443,-21.837573968045234,2.6017116600073025,0.4371924977589148,0.10232378659879246,0.027269086756781462,0.0,2.218261698673336
E7,2025-09-15,L1,CLUSTER_A,5.20622107984787,185.67201871438846,3.071517186104527,0.10991889592243982,0.006467705611413958,0.003250731918296147,0.17825380419719164,16.055580742498105
E7,2025-09-15,L2,CLUSTER_B,4.277625687460096,264.94216733841654,3.957039080650487,0.0004472255546219897,0.004378615863083357,0.011527867870783234,0.08752939045735067,12.063006438768223
E7,2025-09-15,BH1,CLUSTER_A,2.041659719820838,-44.24734417494898,2.1092462417404865,0.16336916689665243,0.20921130518588674,0.0074482492712616075,0.07360616602773172,10.705658054022656
E7,2025-09-15,BH2,CLUSTER_A,2.5629264823369367,111.36695547553425,0.7886416095691151,0.33070516598923766,0.047598436382792056,0.02470552223176527,0.0,10.231610737715318
E7,2025-09-15,BH3,CLUSTER_B,0.9934010956926275,-9.784425518236517,2.22829208188944,0.2862466782515127,0.0770216239024972,0.049023576980421285,0.0971217094116309,8.160538369854674
E7,2025-09-15,BH4,CLUSTER_B,2.068913447678601,36.62338461099705,2.0826817760399576,0.16998214792529132,0.09118531744486535,0.04725285279606682,0.025129673698508034,0.0
