edge_id,u,v,transport_model,gamma,f,endmember_id,transport_residual_norm,anomaly_norm,objective_score,chemistry_r2,l1_norm,ec_tds_penalty,reaction_iterations,reaction_converged,constraints_active,si_u,si_v,phreeqc_ok,charge_error,skipped_reason,edge_confidence,edge_map_penalty,edge_map_score,edge_sheaf_score_local,edge_sheaf_score_global,edge_sheaf_residual,edge_sheaf_pi_evap,edge_sheaf_cost_iso,edge_sheaf_cost_cl,edge_sheaf_flags,edge_distance_km,edge_delta_h,edge_sigma_delta_h,edge_source_tier,edge_flags,edge_distance_3d_m,edge_horizontal_distance_m,edge_vertical_distance_m,edge_type_3d,edge_prob_head,edge_prob_distance,edge_prob_layer,edge_horizontal_gradient,edge_vertical_gradient,edge_residence_time_days,physics_source,physics_tau_mean_days,physics_tau_std_days,physics_tau_p10_days,physics_tau_p90_days,isotope_penalty,isotope_metrics,isotope_used,gibbs_penalty,gibbs_metrics,gibbs_used,isotope_consistency_penalty,qc_flags,nitrate_source_p_manure,nitrate_source_logit,nitrate_source_evidence,nitrate_source_gates,uncertainty_method,gamma_std,gamma_ci_low,gamma_ci_high,f_std,f_ci_low,f_ci_high,extents_std,extents_ci_low,extents_ci_high,uncertainty_r_hat,uncertainty_ess,temporal_residence_time_days,temporal_residence_time_method,temporal_residence_time_uncertainty,temporal_transport_model,temporal_gamma_mean,temporal_gamma_std,temporal_f_mean,temporal_f_std,temporal_reaction_extents_mean,temporal_reaction_extents_std,temporal_total_residual_norm,temporal_n_time_points,temporal_residence_time_flags,temporal_residence_time_details,rt_validated,rt_simulator,rt_residence_time_days,rt_rmse,rt_nse,rt_pbias,rt_thermodynamic_consistent,transport_prob_evap,reaction_calcite,reaction_dolomite,reaction_gypsum,reaction_halite,reaction_pyrite_oxidation_aerobic,reaction_NO3src,reaction_denit,reaction_CaNa_exch,reaction_MgNa_exch
L1->BH2,L1,BH2,evap,1.4836431077483374,,,0.733747919372632,0.2883979119082182,0.4383979119082182,0.9757660336613915,0.7107397119790602,0.0,3,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 287.4, ""ratio_na_naca"": 0.46580131407902486, ""ratio_cl_clhco3"": 0.19176922716646203, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.15717540988411924,0.12719241947771762,0.0,0.0,0.42637188261722336,0.0,0.0
L2->BH3,L2,BH3,evap,1.5220920390352517,,,0.6385545159795097,0.17547097134048675,0.32547097134048675,0.9879942164634595,0.6369222072644116,0.0,6,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 375.9, ""ratio_na_naca"": 0.5038528662414844, ""ratio_cl_clhco3"": 0.19986160935814798, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0932054781268009,0.07815682872326837,0.0,0.0,0.46555990041434236,0.0,0.0
BH1->BH2,BH1,BH2,evap,1.083797989608562,,,0.09675171248280823,0.009492302137725606,0.1594923021377256,0.9992023654784479,0.45583734574301554,0.0,22,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 287.4, ""ratio_na_naca"": 0.46580131407902486, ""ratio_cl_clhco3"": 0.19176922716646203, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.2622574539361639,0.0034114919667214277,0.09304480842001582,0.0,0.0631128682245061,0.034010723195608286
BH2->BH3,BH2,BH3,evap,1.112370303373645,,,0.042386216418707594,0.026053958383568592,0.17605395838356858,0.9982173793064826,0.18682470130401915,0.0,15,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 375.9, ""ratio_na_naca"": 0.5038528662414844, ""ratio_cl_clhco3"": 0.19986160935814798, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.05969372871101401,0.002265071387944017,0.11032508300547214,0.008605588246144973,0.0,0.005935229953444001
BH3->BH4,BH3,BH4,evap,1.1619266435334457,,,0.015613576188035898,0.011707796763919032,0.16170779676391903,0.999411215921587,0.0551513842165212,0.0,15,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 415.5, ""ratio_na_naca"": 0.4965193479948936, ""ratio_cl_clhco3"": 0.19078765485377086, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0030703856686136307,0.0,0.03973921026437192,0.0,0.0,0.0,0.012341788283535651,0.0,0.0
L1->BH2,L1,BH2,evap,1.7342368277104845,,,0.29071058311160936,0.2205920155126095,0.3705920155126095,0.9803330979901264,0.2260078169116749,0.0,3,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 221.8, ""ratio_na_naca"": 0.4449905766290884, ""ratio_cl_clhco3"": 0.17637641130175774, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.015077875391153017,0.030734400627139134,0.0,0.18019554089338274,0.0,0.0
L2->BH3,L2,BH3,evap,1.8106139477345935,,,0.318711680934946,0.1559224952608451,0.3059224952608451,0.9900492895194339,0.4843431469836605,0.0,14,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 437.0, ""ratio_na_naca"": 0.49078577508143734, ""ratio_cl_clhco3"": 0.21327719241437773, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.033325912751661455,0.13238754180092477,0.022560249686240836,0.0,0.25778634159884556,0.0,0.03828310114598789
BH1->BH2,BH1,BH2,evap,1.0685329919112687,,,0.09659574837838897,0.014433017625931594,0.1644330176259316,0.9987132229482724,0.2783387919342428,0.0,8,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 221.8, ""ratio_na_naca"": 0.4449905766290884, ""ratio_cl_clhco3"": 0.17637641130175774, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.01900402368093126,0.0,0.021304040641993576,0.0,0.0,0.13616080089980678,0.0,0.10186992671151121,0.0
BH2->BH3,BH2,BH3,evap,1.185622833895343,,,0.10422988547742258,0.04033163959261523,0.19033163959261523,0.9974261028331975,0.2772971575862658,0.0,14,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 437.0, ""ratio_na_naca"": 0.49078577508143734, ""ratio_cl_clhco3"": 0.21327719241437773, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.22012556462548277,0.0,0.0030113897457467137,0.0,0.0,0.05416020321503629
BH3->BH4,BH3,BH4,evap,1.0955796063830283,,,0.023686945821301045,0.011389363744645872,0.16138936374464585,0.9993951148451461,0.09242874441722347,0.0,4,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 371.5, ""ratio_na_naca"": 0.4795256840442194, ""ratio_cl_clhco3"": 0.20089769639143126, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.07685139743942969,0.0,0.0,0.0,0.015577346977793788,0.0,0.0
L1->BH2,L1,BH2,evap,1.5547471163556752,,,0.28374212036944646,0.11233786635836025,0.26233786635836026,0.9900795235716683,0.38885939799166513,0.0,2,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 228.9, ""ratio_na_naca"": 0.4959447017085846, ""ratio_cl_clhco3"": 0.21980375736290944, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.08725556229986961,0.2784854266616627,0.0,0.0,0.02311840903013283,0.0,0.0
L2->BH3,L2,BH3,evap,1.7856371422516202,,,0.8897827597691707,0.24916945669764626,0.39916945669764625,0.9859368770998375,0.7863793165390919,0.0,10,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 305.6, ""ratio_na_naca"": 0.4941308357256004, ""ratio_cl_clhco3"": 0.21539078577310128, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.3154420297497388,0.0,0.0,0.4703138814219049,0.0,0.0006234053674481989
BH1->BH2,BH1,BH2,evap,1.0932095709691172,,,0.0659960519045863,0.014754966857881444,0.16475496685788144,0.9986969994565547,0.20605832021269221,0.0,2,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 228.9, ""ratio_na_naca"": 0.4959447017085846, ""ratio_cl_clhco3"": 0.21980375736290944, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.15576554663454031,0.01844419760325031,0.03184857597490158,0.0,0.0,0.0
BH2->BH3,BH2,BH3,evap,1.2328800609365802,,,0.03728142411183981,0.025023709533310155,0.17502370953331015,0.9985876619580548,0.2194527141347733,0.0,19,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 305.6, ""ratio_na_naca"": 0.4941308357256004, ""ratio_cl_clhco3"": 0.21539078577310128, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.11391089107759586,0.07315336456066864,0.0,0.0323884584965088
BH3->BH4,BH3,BH4,evap,1.037802608476279,,,0.08232158853699877,0.019661288634475305,0.1696612886344753,0.9989314651166852,0.2936159605221415,0.0,3,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 369.1, ""ratio_na_naca"": 0.4833285783529566, ""ratio_cl_clhco3"": 0.21169057049703188, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.15626498838090339,0.025404363304910586,0.0,0.11194660883632755,0.0,0.0,0.0
L1->BH2,L1,BH2,evap,1.59464745793438,,,1.2513585410291015,0.3108688988945991,0.46086889889459914,0.9727820402289821,0.8244019532957875,0.0,3,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 315.5, ""ratio_na_naca"": 0.5314353292541588, ""ratio_cl_clhco3"": 0.18835774248280712, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.15683307545252465,0.0,0.0,0.6675688778432628,0.0,0.0
L2->BH3,L2,BH3,evap,1.7746309052695437,,,0.9178883593910488,0.29786052431140564,0.44786052431140566,0.9835720240569972,0.7090558847691562,0.0,3,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 302.1, ""ratio_na_naca"": 0.5250521762878297, ""ratio_cl_clhco3"": 0.20009993109435814, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.17038978536759436,0.008770905946690846,0.0,0.5298951934548709,0.0,0.0
BH1->BH2,BH1,BH2,evap,1.1177599962010423,,,0.09669092834925297,0.08063530357587836,0.23063530357587836,0.9929400192278605,0.2815200502830655,0.0,20,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 315.5, ""ratio_na_naca"": 0.5314353292541588, ""ratio_cl_clhco3"": 0.18835774248280712, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.17558422210753252,0.09581934875504763,0.0,0.010116479420485346
BH2->BH3,BH2,BH3,evap,1.2437241608525464,,,0.059803565380433445,0.040696181346319964,0.19069618134631997,0.997755473338822,0.25157529947050306,0.0,21,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 302.1, ""ratio_na_naca"": 0.5250521762878297, ""ratio_cl_clhco3"": 0.20009993109435814, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.0408080854250862,0.0,0.06715543269166283,0.07611258536349036,0.01927688144788651,0.04822231454237719
BH3->BH4,BH3,BH4,evap,1.0461315724391713,,,0.06260883039082868,0.012665872071805686,0.1626658720718057,0.9993462178168323,0.26382545293496645,0.0,17,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 364.5, ""ratio_na_naca"": 0.4823420887072584, ""ratio_cl_clhco3"": 0.20326248013589915, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.12337166990252707,0.03704447616711099,0.0,0.061342628737764034,0.0,0.04206667812756435,0.0
L1->BH2,L1,BH2,evap,1.6887377722680954,,,2.2510063755503755,0.2549087441470274,0.4049087441470274,0.9807710910988601,1.0605872914436867,0.0,4,True,{},{},{},False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,{},False,0.15,"{""tds"": 334.3, ""ratio_na_naca"": 0.4748239298980137, ""ratio_cl_clhco3"": 0.2071551031955453, ""gibbs_dominance"": ""rock"", ""gibbs_evap_weight"": 0.6, ""gibbs_mix_weight"": 0.4, ""gibbs_evap_penalty"": 0.3}",True,0.0,charge_balance,,,,,,,,,,,,[],[],[],{},{},,,,,,,,,[],[],,,,{},False,,,,,,,1.0,0.0,0.0,0.0,0.06358918221240863,0.0,0.0,0.996998109231278,0.0,0.0
